num,type,key0,key1,key2,key3,key4,key5,key6,key7,key8,key9,key10,key11,key12,key13,key14,key15,key16,key17,key18,key19,key20,key21,key22,key23,key24,key25,key26,key27,key28,key29,key30,key31,key32,key33,key34,key35,key36,key37,key38,key39,key40,key41,key42,key43,key44,key45,key46,key47,key48,key49,key50,key51,key52,key53,key54,key55,key56,key57,key58,key59,key60,key61,key62,key63,key64,key65,key66,key67,key68,key69,key70,key71,key72,key73,key74,key75,key76,key77,key78,key79,key80,key81,key82,key83,key84,key85,key86,key87,key88,key89,key90,key91,key92,key93,key94,key95,key96,key97,key98,key99,key100,key101,key102,key103,key104,key105,key106,key107,key108,key109,key110,key111,key112,key113,key114,key115,key116,key117,key118,key119,key120,key121,key122,key123,key124,key125,key126,key127
0,0,-0.11802500486373901,0.0605044849216938,0.01778896152973175,-0.07085464894771576,-0.15744519233703613,0.008350303396582603,-0.0025777053087949753,-0.0630163699388504,0.1100909411907196,0.011368250474333763,0.18065528571605682,-0.03992155194282532,-0.22396044433116913,-0.11028430610895157,0.04183511435985565,0.13496217131614685,-0.1473243087530136,-0.1178915947675705,-0.05077666789293289,-0.10644054412841797,0.09770320355892181,0.0556265152990818,0.09157312661409378,0.132898211479187,-0.14596283435821533,-0.35214927792549133,-0.07729876041412354,-0.1044340431690216,0.16646015644073486,-0.04941504821181297,-0.027292750775814056,0.03605635464191437,-0.18041402101516724,-0.07490318268537521,0.04310373589396477,0.051382213830947876,-0.08259677141904831,-0.12792308628559113,0.207197904586792,0.034521639347076416,-0.16248539090156555,0.015859369188547134,0.06425947695970535,0.2879312038421631,0.19844892621040344,0.09997745603322983,0.0852469950914383,-0.07032480835914612,0.10971629619598389,-0.28419435024261475,0.025578085333108902,0.18810643255710602,0.05185253173112869,0.008165698498487473,0.09474090486764908,-0.16691181063652039,0.06525339186191559,0.15276861190795898,-0.2928829491138458,0.09544862061738968,-0.04634043574333191,-0.015767455101013184,0.04156774282455444,-0.07237622141838074,0.21371221542358398,0.045432522892951965,-0.09182890504598618,-0.08252404630184174,0.16397613286972046,-0.14320684969425201,-0.03897876664996147,0.12023236602544785,-0.1443542242050171,-0.2416132390499115,-0.29202553629875183,0.04257901385426521,0.45940521359443665,0.21256482601165771,-0.14467482268810272,0.06372713297605515,-0.031078720465302467,-0.04252365604043007,0.08312354981899261,0.10149912536144257,-0.10318944603204727,-0.05918518826365471,-0.1402776688337326,0.05849584937095642,0.15700218081474304,-0.055752601474523544,0.016700275242328644,0.2988438010215759,0.10912361741065979,0.039613500237464905,0.017858557403087616,0.10781647264957428,-0.15482139587402344,0.024669477716088295,-0.11503849923610687,-0.05820073187351227,0.06193474680185318,-0.04130959138274193,0.09487482160329819,0.10986192524433136,-0.21549145877361298,0.1490967571735382,-0.005464357789605856,-0.09123469144105911,-0.0946875736117363,-0.06291043013334274,-0.06522347033023834,0.0020687354262918234,0.09914045035839081,-0.27951717376708984,0.1318734884262085,0.26674777269363403,0.05181281641125679,0.17907176911830902,0.050928983837366104,-0.00048637203872203827,0.023092173039913177,-0.0838327556848526,-0.11180073022842407,-0.04292706772685051,0.07174453139305115,-0.07228601723909378,0.027931783348321915,0.054986387491226196
1,0,-0.14130176603794098,0.05347307398915291,0.0008382787927985191,-0.0675819143652916,-0.148972749710083,0.03321107476949692,-0.01178424060344696,-0.05819103121757507,0.13595770299434662,-0.011706994846463203,0.18233995139598846,-0.02792898565530777,-0.23773235082626343,-0.11984897404909134,0.03751824051141739,0.16105537116527557,-0.15379467606544495,-0.10835392773151398,-0.044757179915905,-0.10370528697967529,0.1105024591088295,0.06287718564271927,0.08090001344680786,0.14054837822914124,-0.14314451813697815,-0.3783115744590759,-0.09088478982448578,-0.11322016268968582,0.13183748722076416,-0.036166563630104065,-0.03718862310051918,0.043779052793979645,-0.1554313749074936,-0.08219084143638611,0.05439560487866402,0.07285796105861664,-0.08379321545362473,-0.10706369578838348,0.19421252608299255,0.02476557530462742,-0.15176083147525787,0.02493642084300518,0.07657192647457123,0.28875061869621277,0.19468912482261658,0.11673447489738464,0.06934939324855804,-0.08208735287189484,0.1037747859954834,-0.2732715904712677,0.044774871319532394,0.1977776437997818,0.058912601321935654,0.0315241776406765,0.08930546790361404,-0.15952517092227936,0.06030891090631485,0.16162905097007751,-0.3086535930633545,0.06860052049160004,-0.04922063648700714,-0.03460221737623215,0.025829505175352097,-0.07414929568767548,0.2105606496334076,0.07046693563461304,-0.10985907167196274,-0.09607750177383423,0.16751062870025635,-0.1452062726020813,-0.04160724952816963,0.08079855889081955,-0.1646779328584671,-0.24256625771522522,-0.30542683601379395,0.04963797330856323,0.43795549869537354,0.2095944583415985,-0.1387803703546524,0.06522873044013977,-0.03873803839087486,-0.04693392291665077,0.0604901947081089,0.10700302571058273,-0.08216927945613861,-0.10020803660154343,-0.11477869004011154,0.04791336506605148,0.11999113112688065,-0.05224502831697464,0.03221747651696205,0.2960822880268097,0.10800947993993759,0.025271829217672348,0.01750796288251877,0.12685199081897736,-0.16978508234024048,0.021479379385709763,-0.1130158081650734,-0.0625494047999382,0.040422797203063965,-0.040799494832754135,0.10187849402427673,0.10408726334571838,-0.22817692160606384,0.16674350202083588,-0.005850255489349365,-0.08382216840982437,-0.06538967788219452,-0.05755592882633209,-0.07757312804460526,-0.014363857917487621,0.10543803870677948,-0.2769032120704651,0.13769064843654633,0.2617548108100891,0.055212393403053284,0.2053448110818863,0.05206399783492088,0.03416706621646881,0.00814281776547432,-0.08380211889743805,-0.14329193532466888,-0.039660535752773285,0.07722314447164536,-0.06130295991897583,0.01165701076388359,0.0614950992166996
2,0,-0.14863744378089905,0.06094667688012123,0.01925664395093918,-0.06135505065321922,-0.1417441964149475,0.0318971611559391,-0.008101195096969604,-0.05783948674798012,0.11663483083248138,0.010930286720395088,0.18569962680339813,-0.030882200226187706,-0.24802851676940918,-0.12673400342464447,0.029879311099648476,0.165852889418602,-0.12814278900623322,-0.0935768187046051,-0.055710673332214355,-0.1254095733165741,0.11581868678331375,0.05862116813659668,0.09290347248315811,0.14277423918247223,-0.14955207705497742,-0.34862783551216125,-0.07312723994255066,-0.11211845278739929,0.11568158119916916,-0.053097497671842575,-0.03102150373160839,0.043881312012672424,-0.1538514941930771,-0.08222706615924835,0.049487002193927765,0.07801109552383423,-0.09373626857995987,-0.10817167907953262,0.19758553802967072,0.023725956678390503,-0.1436644047498703,0.029048755764961243,0.08245556801557541,0.2817034423351288,0.18578676879405975,0.10842077434062958,0.07184097915887833,-0.08905183523893356,0.11284646391868591,-0.273049920797348,0.03912416100502014,0.19145388901233673,0.07194889336824417,0.03234951198101044,0.09743709862232208,-0.15395410358905792,0.07030342519283295,0.17931433022022247,-0.2924649119377136,0.0838700383901596,-0.039707284420728683,-0.043003059923648834,0.017592979595065117,-0.08348410576581955,0.2072276473045349,0.06496557593345642,-0.12272918224334717,-0.08156505972146988,0.15400844812393188,-0.11508696526288986,-0.051785118877887726,0.1046440452337265,-0.15779760479927063,-0.24130862951278687,-0.31306323409080505,0.06565903127193451,0.4441516101360321,0.20953553915023804,-0.15287315845489502,0.04233110696077347,-0.04583926126360893,-0.024887489154934883,0.0624992772936821,0.1040971502661705,-0.10001718997955322,-0.11051853746175766,-0.11388812214136124,0.03909030556678772,0.10949865728616714,-0.042603086680173874,0.020448217168450356,0.2953850030899048,0.11730366945266724,0.04714382812380791,-0.00251605361700058,0.12372471392154694,-0.17453104257583618,0.02561931312084198,-0.10430820286273956,-0.06158997118473053,0.04552333056926727,-0.04789608344435692,0.11066097766160965,0.09636317193508148,-0.2244347482919693,0.1572006493806839,-0.002853398909792304,-0.07056252658367157,-0.05716567486524582,-0.04369968920946121,-0.0867028534412384,0.0018443337175995111,0.0961732566356659,-0.2924545407295227,0.13787859678268433,0.2663431167602539,0.058875828981399536,0.18196824193000793,0.079886794090271,0.03517572209239006,0.013762983493506908,-0.08122865855693817,-0.13319097459316254,-0.03434281423687935,0.09885936975479126,-0.06862194091081619,0.01478293351829052,0.059230972081422806
3,0,-0.156912162899971,0.011390849016606808,0.043196119368076324,-0.062320318073034286,-0.15905064344406128,0.04052775353193283,-0.020611774176359177,-0.03940875083208084,0.13414078950881958,0.0099797323346138,0.21392537653446198,-0.051445841789245605,-0.25497379899024963,-0.10630403459072113,0.014206229709088802,0.15673226118087769,-0.0938197523355484,-0.08013446629047394,-0.06047051399946213,-0.14946578443050385,0.07375024259090424,0.03685162588953972,0.02838301658630371,0.11579298228025436,-0.1907789260149002,-0.35946354269981384,-0.0772693082690239,-0.11615556478500366,0.0698358416557312,-0.027921175584197044,-0.036089472472667694,0.0672440454363823,-0.1627449095249176,-0.1164773628115654,0.02234048768877983,0.11957426369190216,-0.09631294012069702,-0.11156066507101059,0.17085665464401245,-0.015321366488933563,-0.1335303783416748,0.07504991441965103,0.07661543786525726,0.2527821362018585,0.1918664425611496,0.10296916961669922,0.0651843249797821,-0.060224805027246475,0.11536205559968948,-0.2740646004676819,0.06863565742969513,0.1965910792350769,0.08482957631349564,0.030951544642448425,0.0668916404247284,-0.12032654136419296,0.023563899099826813,0.2059830129146576,-0.2813587486743927,0.05926990881562233,-0.012106223963201046,-0.027581680566072464,-0.024981768801808357,-0.11260099709033966,0.19358117878437042,0.11231881380081177,-0.16024865210056305,-0.019526248797774315,0.17260105907917023,-0.09284907579421997,-0.010487179271876812,0.04939961060881615,-0.19132044911384583,-0.24877426028251648,-0.3019130825996399,0.16017231345176697,0.45159944891929626,0.14655092358589172,-0.15499883890151978,0.019669046625494957,-0.011000152677297592,0.010128941386938095,0.06030743196606636,0.08304178714752197,-0.055939946323633194,-0.1730409413576126,-0.061032675206661224,0.06610193848609924,0.10696915537118912,-0.030550898984074593,0.040607064962387085,0.2619803845882416,0.09541860222816467,0.029100071638822556,0.0018542688339948654,0.17754976451396942,-0.1378924399614334,0.01967475190758705,-0.07937043905258179,0.037573203444480896,0.09329135715961456,-0.04871615022420883,0.08911427855491638,0.0671212449669838,-0.16899794340133667,0.15840813517570496,0.008558124303817749,-0.04491570591926575,0.0006462903693318367,-0.06767851114273071,-0.07479289174079895,-0.014278089627623558,0.13680873811244965,-0.26496392488479614,0.15319332480430603,0.20990103483200073,0.0020161326974630356,0.1953260898590088,0.07577864825725555,0.057254187762737274,0.021748438477516174,-0.06467407941818237,-0.17308145761489868,-0.05550415441393852,0.09831101447343826,-0.07630915939807892,0.007102951407432556,0.06683243066072464
4,0,-0.16596047580242157,0.0143203716725111,0.06251244992017746,-0.061207592487335205,-0.14723968505859375,0.04377813637256622,-0.01824478805065155,-0.04047876596450806,0.11978460103273392,0.013610288500785828,0.2185754030942917,-0.06259015947580338,-0.2465742528438568,-0.11461608111858368,0.04167576879262924,0.1487608253955841,-0.09834039211273193,-0.08083848655223846,-0.06475148350000381,-0.14531506597995758,0.0641179084777832,0.046832840889692307,0.02682087942957878,0.11771851778030396,-0.1974073052406311,-0.37232187390327454,-0.0705980733036995,-0.1263902187347412,0.08725868165493011,-0.01732991822063923,-0.045693539083004,0.07440448552370071,-0.1623598337173462,-0.10942579805850983,0.033679746091365814,0.11943069845438004,-0.09388383477926254,-0.10387670248746872,0.17917530238628387,-0.031717658042907715,-0.14217373728752136,0.06584334373474121,0.07033294439315796,0.2397453933954239,0.18047167360782623,0.103624127805233,0.06629855930805206,-0.053822390735149384,0.1163298487663269,-0.2660830020904541,0.07886823266744614,0.19954811036586761,0.07128933072090149,0.03578049689531326,0.07034987211227417,-0.12546230852603912,0.007102476432919502,0.20007041096687317,-0.28253406286239624,0.0621158741414547,-0.02130931243300438,-0.04725043103098869,-0.025432275608181953,-0.1242547407746315,0.1858706772327423,0.11599945276975632,-0.15579956769943237,-0.04030513018369675,0.17233900725841522,-0.08749165385961533,-0.012553248554468155,0.06531979888677597,-0.18924826383590698,-0.23140095174312592,-0.3060378432273865,0.15666238963603973,0.4344247579574585,0.1335863173007965,-0.15483631193637848,0.0158913005143404,-0.007294248789548874,-0.00866602547466755,0.05693867430090904,0.09098222851753235,-0.05018831416964531,-0.16673403978347778,-0.042473290115594864,0.07458709925413132,0.1091231033205986,-0.026361512020230293,0.04173647239804268,0.25623464584350586,0.08030806481838226,0.03903837502002716,-0.007734527811408043,0.17207244038581848,-0.13243532180786133,0.017243240028619766,-0.07097441703081131,0.044759586453437805,0.10017372667789459,-0.030927494168281555,0.09136942774057388,0.07818007469177246,-0.1728089600801468,0.16431260108947754,0.006087842397391796,-0.04166433960199356,0.003651158418506384,-0.07343392074108124,-0.06794485449790955,-0.00663882028311491,0.13668088614940643,-0.2717740833759308,0.1644902378320694,0.20549741387367249,0.007446959614753723,0.18765513598918915,0.06651082634925842,0.03715907782316208,0.02800038456916809,-0.06694605946540833,-0.19351373612880707,-0.053794387727975845,0.11863157153129578,-0.08060033619403839,0.0006599109619855881,0.06554681062698364
5,0,-0.16388751566410065,0.011906550265848637,0.04445454478263855,-0.058401864022016525,-0.15486787259578705,0.05057423561811447,-0.011111589148640633,-0.045987386256456375,0.13097067177295685,-0.0015432396903634071,0.22538626194000244,-0.05539901182055473,-0.2568158507347107,-0.1115066334605217,0.022476401180028915,0.15673434734344482,-0.08974029123783112,-0.07460968941450119,-0.06734785437583923,-0.14595963060855865,0.07491236925125122,0.05022627115249634,0.040553417056798935,0.1151430681347847,-0.18011285364627838,-0.38216590881347656,-0.07678564637899399,-0.1062164306640625,0.06702333688735962,-0.028249472379684448,-0.051464829593896866,0.06824102252721786,-0.15892203152179718,-0.1079748272895813,0.03153620660305023,0.12249286472797394,-0.09345298260450363,-0.11022645235061646,0.17203432321548462,-0.015773190185427666,-0.1415981650352478,0.07321269065141678,0.08166924864053726,0.25424113869667053,0.18708497285842896,0.10412419587373734,0.05545448511838913,-0.057790063321590424,0.11880583316087723,-0.26325148344039917,0.07922310382127762,0.18710780143737793,0.09266334027051926,0.015688711777329445,0.0752861499786377,-0.1334741860628128,0.007964082062244415,0.21270935237407684,-0.2703370153903961,0.05132859945297241,-0.022982090711593628,-0.04701300710439682,-0.020949531346559525,-0.12193582206964493,0.19596605002880096,0.11743690073490143,-0.15371325612068176,-0.03655364736914635,0.17604240775108337,-0.08582006394863129,-0.008527189493179321,0.04152362793684006,-0.19773831963539124,-0.24506913125514984,-0.3039933443069458,0.16014397144317627,0.4403977692127228,0.1418256312608719,-0.15409520268440247,0.026807697489857674,-0.009847436100244522,0.01169179379940033,0.05157024785876274,0.09676248580217361,-0.06013217568397522,-0.1637364625930786,-0.06261001527309418,0.05840478092432022,0.10201792418956757,-0.028631718829274178,0.03332432731986046,0.2678917646408081,0.07881573587656021,0.03257159888744354,0.005442533642053604,0.1500139683485031,-0.14882728457450867,0.02294914796948433,-0.08230431377887726,0.030806168913841248,0.08103959262371063,-0.06004684418439865,0.09172404557466507,0.0779358297586441,-0.19313669204711914,0.15234549343585968,-0.003989802673459053,-0.04112675413489342,0.013370698317885399,-0.06947142630815506,-0.06996616721153259,-0.013326084241271019,0.12616869807243347,-0.28135016560554504,0.15178653597831726,0.21026980876922607,0.020017879083752632,0.21229472756385803,0.07868142426013947,0.05454171076416969,0.03458229452371597,-0.050126589834690094,-0.19123421609401703,-0.04515407234430313,0.11134343594312668,-0.08045649528503418,0.004041396081447601,0.07410678267478943
6,0,-0.1525733321905136,0.050226643681526184,0.021446477621793747,-0.05602824687957764,-0.17853622138500214,0.04388916864991188,-0.029767382889986038,-0.030256178230047226,0.12132732570171356,0.019913166761398315,0.21358147263526917,-0.06188814714550972,-0.2323731780052185,-0.12166617810726166,0.029141832143068314,0.18740634620189667,-0.12074550241231918,-0.08498775959014893,-0.09685662388801575,-0.14650745689868927,0.09293278306722641,0.07069171965122223,0.03472355380654335,0.16795800626277924,-0.16726508736610413,-0.3720106780529022,-0.06957535445690155,-0.13163281977176666,0.09405216574668884,-0.03994383290410042,-0.04266003891825676,0.06879846751689911,-0.15529200434684753,-0.122463658452034,0.058427631855010986,0.09323520958423615,-0.07040669769048691,-0.10433686524629593,0.1958446353673935,-0.007497996091842651,-0.14180776476860046,0.09849663078784943,0.08548873662948608,0.27167072892189026,0.21114279329776764,0.09145419299602509,0.07342443615198135,-0.05566873401403427,0.13330857455730438,-0.22867557406425476,0.05428256094455719,0.21616899967193604,0.11566565930843353,0.036359142512083054,0.06529206037521362,-0.1316019892692566,0.029356755316257477,0.2291136234998703,-0.28763121366500854,0.05196548253297806,-0.01771920546889305,-0.08867460489273071,-0.008186917752027512,-0.10971411317586899,0.172527015209198,0.0804934874176979,-0.13127557933330536,-0.07535547018051147,0.16063931584358215,-0.07898151129484177,-0.021292075514793396,0.05265286937355995,-0.21173465251922607,-0.21794047951698303,-0.3123043477535248,0.12473174929618835,0.44678664207458496,0.15871773660182953,-0.18990784883499146,0.04234546422958374,-0.018652446568012238,0.000780734233558178,0.04209759086370468,0.09549621492624283,-0.0490698367357254,-0.191727876663208,-0.08077095448970795,0.07472021877765656,0.0859847143292427,-0.03461483120918274,0.05988074094057083,0.2599790096282959,0.09847919642925262,0.014248369261622429,0.0013996572233736515,0.14155830442905426,-0.16931980848312378,0.02378242462873459,-0.055220022797584534,0.021266408264636993,0.03992566466331482,-0.03632446378469467,0.10113322734832764,0.04566342011094093,-0.19097678363323212,0.16565196216106415,-0.0017604902386665344,-0.035498425364494324,-0.050938304513692856,-0.061117202043533325,-0.06120331585407257,0.01218423806130886,0.13787990808486938,-0.2532917261123657,0.16573543846607208,0.20909714698791504,0.006875441409647465,0.20889949798583984,0.06832095980644226,0.06822863221168518,0.0016132434830069542,-0.07251963019371033,-0.17651982605457306,-0.05455739051103592,0.11858316510915756,-0.07432693243026733,0.034276410937309265,0.0667378157377243
7,0,-0.16371218860149384,0.0662178099155426,0.023738693445920944,-0.06087809428572655,-0.17207813262939453,0.05034322291612625,-0.03970757871866226,-0.04506814479827881,0.11754002422094345,0.01520257443189621,0.21546868979930878,-0.05110736936330795,-0.22799207270145416,-0.1330767124891281,0.03807279095053673,0.18844576179981232,-0.10902614146471024,-0.08670516312122345,-0.0928068459033966,-0.1330883651971817,0.1018800437450409,0.06267493963241577,0.0424179844558239,0.16418412327766418,-0.1649748682975769,-0.3524214029312134,-0.06282312422990799,-0.1268545538187027,0.10210782289505005,-0.03454433009028435,-0.06039115786552429,0.05628930777311325,-0.16878078877925873,-0.12188153713941574,0.050369106233119965,0.11098293960094452,-0.06909052282571793,-0.0983177199959755,0.19067995250225067,-0.008858886547386646,-0.14290481805801392,0.09557268023490906,0.07287940382957458,0.2556302845478058,0.21424925327301025,0.08604564517736435,0.07622596621513367,-0.06721407175064087,0.14108243584632874,-0.22741448879241943,0.06186442822217941,0.2041439414024353,0.12231205403804779,0.035840246826410294,0.05740620940923691,-0.14578011631965637,0.028781892731785774,0.2192622870206833,-0.2779315412044525,0.043907973915338516,-0.01725601591169834,-0.08212944865226746,-0.022251341491937637,-0.12521924078464508,0.17175380885601044,0.08384887874126434,-0.1338854283094406,-0.08858706057071686,0.15124285221099854,-0.06908971071243286,-0.02453981712460518,0.06531081348657608,-0.21381862461566925,-0.20690341293811798,-0.32667186856269836,0.12363891303539276,0.42701154947280884,0.1556210219860077,-0.1960688829421997,0.03603339195251465,-0.019206836819648743,0.0001539057120680809,0.025911075994372368,0.096758633852005,-0.04346075654029846,-0.17487747967243195,-0.07847035676240921,0.0674673393368721,0.08693594485521317,-0.04433874785900116,0.06432414054870605,0.25950488448143005,0.09985232353210449,0.033078741282224655,-0.014419486746191978,0.14391463994979858,-0.16686207056045532,0.01980053260922432,-0.058261990547180176,0.015450069680809975,0.03221835196018219,-0.028795767575502396,0.09615688771009445,0.05465492606163025,-0.1985938549041748,0.17103450000286102,-0.00540508097037673,-0.0277804434299469,-0.052934110164642334,-0.07467130571603775,-0.06356987357139587,0.014137540012598038,0.1325870305299759,-0.24479378759860992,0.1636711210012436,0.21535177528858185,0.017167018726468086,0.1935914009809494,0.08399274945259094,0.06482081860303879,0.004911709576845169,-0.056937411427497864,-0.1888868808746338,-0.05018731951713562,0.12648259103298187,-0.08720196783542633,0.025075441226363182,0.07118586450815201
8,0,-0.1468089371919632,0.06635186076164246,0.01573082059621811,-0.06077442318201065,-0.16457851231098175,0.04507943242788315,-0.05630849301815033,-0.0530955046415329,0.11633452773094177,0.016249828040599823,0.21729767322540283,-0.05321105569601059,-0.2326611876487732,-0.14317038655281067,0.03109905868768692,0.1891140639781952,-0.11047013103961945,-0.07707196474075317,-0.08249955624341965,-0.1520293653011322,0.0857156440615654,0.06297364830970764,0.05575511232018471,0.16864341497421265,-0.17273013293743134,-0.34330666065216064,-0.0674230307340622,-0.11802086979150772,0.09373904019594193,-0.02802710048854351,-0.06245892494916916,0.0601079948246479,-0.17113055288791656,-0.1250285655260086,0.059922635555267334,0.10754445940256119,-0.06762618571519852,-0.11157646030187607,0.20156174898147583,-0.0026657981798052788,-0.12551291286945343,0.09124291688203812,0.08551014959812164,0.25582563877105713,0.20956000685691833,0.07581508159637451,0.07608024775981903,-0.062255460768938065,0.14726412296295166,-0.23112797737121582,0.07846339046955109,0.2066422551870346,0.12637601792812347,0.03275441378355026,0.04983222484588623,-0.14836616814136505,0.027864225208759308,0.23512151837348938,-0.26916858553886414,0.042589154094457626,-0.009814566001296043,-0.07408934086561203,-0.02370690181851387,-0.11969244480133057,0.16630002856254578,0.09505858272314072,-0.13069093227386475,-0.08667821437120438,0.15372830629348755,-0.07217895984649658,-0.014152955263853073,0.062357719987630844,-0.20925787091255188,-0.2116345763206482,-0.331845760345459,0.13533493876457214,0.4224271774291992,0.16900873184204102,-0.1882779747247696,0.02516750991344452,-0.019521992653608322,0.005201681517064571,0.023376379162073135,0.08401159942150116,-0.05564544349908829,-0.18331894278526306,-0.07373306900262833,0.06161649525165558,0.09506748616695404,-0.03239914029836655,0.05265868082642555,0.2680761218070984,0.10986693948507309,0.031084224581718445,-0.005125450901687145,0.13480563461780548,-0.16263063251972198,0.011957431212067604,-0.06273701786994934,0.0333077609539032,0.01973787136375904,-0.04779742658138275,0.09600521624088287,0.058793697506189346,-0.2110341191291809,0.16234090924263,-0.0005707752425223589,-0.04558851569890976,-0.04696233943104744,-0.057724758982658386,-0.07454577833414078,-0.0019501533824950457,0.13623322546482086,-0.24852649867534637,0.14991819858551025,0.2130831927061081,0.041096948087215424,0.20968392491340637,0.08672206103801727,0.08118586242198944,0.008342763409018517,-0.06393355876207352,-0.16526742279529572,-0.057504620403051376,0.118336021900177,-0.08562544733285904,0.024307753890752792,0.07707440853118896
9,0,-0.15422268211841583,0.054098404943943024,0.04683300107717514,-0.04649794101715088,-0.18022958934307098,0.0398784801363945,-0.03922480717301369,-0.05896269530057907,0.1062709242105484,0.005538419354707003,0.23455291986465454,-0.03395768627524376,-0.23296427726745605,-0.11957372725009918,0.03717086464166641,0.16042208671569824,-0.11048661172389984,-0.06976878643035889,-0.08442441374063492,-0.14749614894390106,0.08969529718160629,0.04702217876911163,0.032389476895332336,0.11583231389522552,-0.182292178273201,-0.36793839931488037,-0.051781799644231796,-0.13433094322681427,0.11289607733488083,-0.03307345509529114,-0.03224585950374603,0.0532735139131546,-0.14771845936775208,-0.0848170816898346,0.028164668008685112,0.1327258199453354,-0.08024191111326218,-0.11100411415100098,0.17122484743595123,-0.04367915168404579,-0.14150846004486084,0.09963040798902512,0.05615726858377457,0.23271390795707703,0.21631689369678497,0.07487919926643372,0.0781179741024971,-0.07784043252468109,0.1422959864139557,-0.22971773147583008,0.051461271941661835,0.19506320357322693,0.08693350851535797,0.025656605139374733,0.07423162460327148,-0.1483386605978012,0.04867996275424957,0.17091761529445648,-0.29988259077072144,-0.002210716949775815,-0.010335884988307953,-0.04414074122905731,-0.024524835869669914,-0.1060289666056633,0.17569869756698608,0.0899549201130867,-0.13435006141662598,-0.04641924053430557,0.1688942164182663,-0.1040494367480278,-0.0029676533304154873,0.04062678664922714,-0.20858709514141083,-0.20841658115386963,-0.3196004331111908,0.12731041014194489,0.4393896460533142,0.14713256061077118,-0.1730632483959198,0.043879762291908264,-0.009515965357422829,0.00044332724064588547,0.046974845230579376,0.07212980836629868,-0.06502008438110352,-0.17298761010169983,-0.0838334783911705,0.08074133098125458,0.08767297118902206,-0.04171402007341385,0.07202242314815521,0.25246933102607727,0.10809645801782608,0.022101394832134247,0.0137425372377038,0.1440921425819397,-0.16526125371456146,0.010161880403757095,-0.060982026159763336,0.02942861244082451,0.06035152077674866,-0.058646924793720245,0.09326796978712082,0.06403353065252304,-0.20299598574638367,0.18036289513111115,0.0006501553580164909,-0.03257507085800171,-0.017893735319375992,-0.08441271632909775,-0.06523638963699341,0.006010359153151512,0.14966802299022675,-0.24498535692691803,0.16487599909305573,0.20969532430171967,0.022374102845788002,0.199070006608963,0.07957890629768372,0.0513780415058136,-0.016818828880786896,-0.05373157560825348,-0.198012113571167,-0.04524143785238266,0.07919744402170181,-0.10418383032083511,0.0014942027628421783,0.07382837682962418
